company,id,status,actual_status,remark,default_date
Hedmans Plåt AB,5568233893,aktivt,aktivt,,
Värmebolaget AL AB,5566240098,aktivt,aktivt,,
Ståhlberg Schakt & Mark Building AB,5591583645,aktivt,aktivt,,
J.J Tak och Bygg AB,5591431316,aktivt,aktivt,,
ISOPEAK AB,5569389975,aktivt,aktivt,,
RODAB Plåtslageri AB,5566079991,aktivt,aktivt,,
Thomas Rör i Ljusdal AB,5567328439,aktivt,aktivt,,
Bengt Mattsson i Bjuråker Aktiebolag,5563079168,aktivt,aktivt,,
Sören Johansson Aktiebolag,5561151993,aktivt,aktivt,,
B.I.O Bygg i Edsbyn AB,5590180328,aktivt,aktivt,,
Elarbete Sandviken AB,5591662522,aktivt,aktivt,,
Grönvalls Måleri i Gävle AB,5590081427,aktivt,aktivt,,
Lars T Ventilation AB,5568646276,aktivt,aktivt,,
Philip Olsson Byggentreprenad AB,5591331193,aktivt,aktivt,,
A. Berglunds vägunderhåll AB,5565207023,aktivt,aktivt,,
Nybohov Ställning AB,5591458491,aktivt,aktivt,,
Takteknik i Hälsingland AB,5566078217,aktivt,aktivt,,
Hedlunds Glasmästeri i Ljusdal AB,5565909586,aktivt,aktivt,,
Lantz Anläggning AB,5567655054,aktivt,aktivt,,
VVS-Installatören i Gävle Aktiebolag,5563655744,aktivt,aktivt,,
Arkitektgruppen i Gävle Aktiebolag,5560468976,aktivt,aktivt,,
Isoaho Rör & Tigsvets Aktiebolag,5562823749,aktivt,aktivt,,
Annefors Entreprenad AB,5567275960,aktivt,aktivt,,
KNUTEX Bygg AB,5568498553,aktivt,aktivt,,
JT Måleri AB,5591937353,aktivt,aktivt,,
Mackmyra Bygg AB,5568310949,aktivt,aktivt,,
CC Gruppen AB,5569535577,aktivt,aktivt,,
Bohlin och Johansson El och Hushållsservice AB,5566105424,aktivt,aktivt,,
J Hemströms Bygg AB,5590622709,aktivt,aktivt,,
Brynäs Glas AB,5567002638,aktivt,aktivt,,
Järvsö Värme och Sanitet Aktiebolag,5563152197,aktivt,aktivt,,
HC BYGG O GRÄV AB,5591135636,aktivt,aktivt,,
J Lundin AB,5567459283,aktivt,aktivt,,
X Kraft AB,5569391864,aktivt,aktivt,,
Forsby Måleri Aktiebolag,5561021063,aktivt,aktivt,,
Kollins Elektriska Aktiebolag,5562143197,aktivt,aktivt,,
Kenneth Westblom Lastmaskiner Aktiebolag,5565030680,aktivt,aktivt,,
VALLBACKS BYGG AB,5565249421,aktivt,aktivt,,
Nymans Bygg i Söderhamn AB,5590750492,aktivt,aktivt,,
KH Måleri Aktiebolag,5564961307,aktivt,aktivt,,
Engbergs Fastigheter i Härjedalen AB,5569840761,aktivt,aktivt,,
Hanold El & Kraft AB,5568218944,aktivt,aktivt,,
Kvalitetstak Daniel AB,5565817961,aktivt,aktivt,,
Iggesunds Rör AB,5566730643,aktivt,aktivt,,
Rixglas AB,5569222606,aktivt,aktivt,,
Långbo Kraft och Datanät AB,5565848198,aktivt,aktivt,,
Oves Golv & Färg i Ljusdal Aktiebolag,5564268513,aktivt,aktivt,,
Elbyrån i Gävle Aktiebolag,5565386561,aktivt,aktivt,,
David Axelsson elinstallationer AB,5568780901,aktivt,aktivt,,
Löfstrands Rör AB,5568324049,aktivt,aktivt,,
Sätra Snickeri AB,5567790042,aktivt,aktivt,,
Portlifv AB,5567543185,aktivt,aktivt,,
Nord Fasad Pontus Johansson AB,5566386602,aktivt,aktivt,,
Helsingedörren AB,5567003966,aktivt,aktivt,,
Pira Markservice i Gävle AB,5566191382,aktivt,aktivt,,
Ockelbo Schakt & Transport AB,5567270755,aktivt,aktivt,,
Hissbyggarna TGS AB,5569020786,aktivt,aktivt,,
Bollnäs Elbyrå AB,5567249502,aktivt,aktivt,,
Väghyveltjänst Peter Gunnarsson Aktiebolag,5569486631,aktivt,aktivt,,
Bothelius Måleri AB,5567357982,aktivt,aktivt,,
Magoo AB,5562826031,aktivt,aktivt,,
Söderhamns Fasadrenoveringar Aktiebolag,5561805333,aktivt,aktivt,,
Prosystem Aktiebolag,5563805455,aktivt,aktivt,,
Perex Industribygg AB,5591816623,aktivt,aktivt,,
Kungsbergs Allservice AB,5568681851,aktivt,aktivt,,
Värmepumpcenter i Gävle AB,5567249569,aktivt,aktivt,,
Åviks Förvaltning Aktiebolag,5567080824,aktivt,aktivt,,
Gävleborgs Byggare AB,5590734272,aktivt,aktivt,,
Ryds Glas Gävle AB,5562291657,aktivt,aktivt,,
Woxnadalens Bygg AB,5568413743,aktivt,aktivt,,
VRE Rör & Värmeekonomi AB,5563670396,aktivt,aktivt,,
Svensk Detektorteknik AB,5569887424,aktivt,aktivt,,
Jari Haaranen Byggteknik AB,5567048045,aktivt,aktivt,,
Niclas Österberg Måleri AB,5567213821,aktivt,aktivt,,
Gävle Industriställningar AB,5591645360,aktivt,aktivt,,
WRI; Wide Range Infrastructure AB,5564802592,aktivt,aktivt,,
VIKANTAK AB,5565198370,aktivt,aktivt,,
Erik Olsson Consulting AB,5591075857,aktivt,aktivt,,
Djäkners Måleri AB,5590068879,aktivt,aktivt,,
Bollnäs Plåt AB,5568592835,aktivt,aktivt,,
Clabbes Bygg AB,5569532715,aktivt,aktivt,,
Lundgren; Trä; Skog & Maskin AB,5569117947,aktivt,aktivt,,
Hudiksvalls Måleritjänst Aktiebolag,5563897213,aktivt,aktivt,,
M&C Carlsson Plåt AB,5590006747,aktivt,aktivt,,
OBM Fuktteknik Gävleborg AB,5566467931,aktivt,aktivt,,
Byggidén Norr AB,5591501464,aktivt,aktivt,,
Grubb & Cronvall VVS & Energi Teknik AB,5566393442,aktivt,aktivt,,
B Westerberg Rörservice Aktiebolag,5564622909,aktivt,aktivt,,
RO-PA Produkter Aktiebolag,5563285468,aktivt,aktivt,,
Aktoria AB,5590154190,aktivt,aktivt,,
Åsbacka Bygg AB,5567569867,aktivt,aktivt,,
Bröderna Bergström Gräv & Schakt i Gävle          Aktiebolag,5565034971,aktivt,aktivt,,
Jesa AB,5566627385,aktivt,aktivt,,
Stig Borgs Byggservice Aktiebolag,5565839700,aktivt,aktivt,,
Nordenståhls El AB,5569125627,aktivt,aktivt,,
Walthers Plåt Aktiebolag,5564744190,aktivt,aktivt,,
Gävle Byggteknik AB,5567801195,aktivt,aktivt,,
PP Hus & Bygg AB,5568134398,aktivt,aktivt,,
Aktiebolaget Vågbro Rör,5561730812,aktivt,aktivt,,
Roph Entreprenad AB,5569147092,aktivt,aktivt,,
Hedbergs Rör Aktiebolag,5564871779,aktivt,aktivt,,
Ljusnans Plåt AB,5568984776,aktivt,aktivt,,
Hackgården Bygg och Fastigheter AB,5569934176,aktivt,aktivt,,
Asplinds Entreprenad AB,5566263413,aktivt,aktivt,,
TJ's Måleri & Golv Aktiebolag,5561795526,aktivt,aktivt,,
Bröderna Tång Aktiebolag,5565288080,aktivt,aktivt,,
Dahlöfs Byggservice AB,5567179147,aktivt,aktivt,,
Stefanssons Golv Aktiebolag,5562610419,aktivt,aktivt,,
Elpartner i Bollnäs AB,5566075114,aktivt,aktivt,,
AN Rivservice AB,5569483380,aktivt,aktivt,,
Ekonomi & Fasader i Sverige AB,5569322620,aktivt,aktivt,,
Nika Bygg AB,5566941927,aktivt,aktivt,,
Molins Entreprenad i Gävle AB,5590071386,aktivt,aktivt,,
Lås och Larmteknik i Hälsingland AB,5565643516,aktivt,aktivt,,
EMB Bygg AB,5591693196,aktivt,aktivt,,
Gävle Ställverksmontage AB,5566592514,aktivt,aktivt,,
ESS1 Utemiljö AB,5569221004,aktivt,aktivt,,
Altbergs Plåt Aktiebolag,5561783100,aktivt,aktivt,,
Gävleborgs Vägservice AB,5590534441,aktivt,aktivt,,
Erik Fernströms Entreprenad AB,5568375363,aktivt,aktivt,,
Akustikmontage i Söderhamn AB,5564476702,aktivt,aktivt,,
Gävle Golv & Kakel AB,5590945795,aktivt,aktivt,,
Stenö Plåt och Isolering AB,5563411296,aktivt,aktivt,,
Byggtjänst Hälsingland AB,5590982095,aktivt,aktivt,,
Åkes Måleri Aktiebolag,5561217729,aktivt,aktivt,,
FE Arkitekter Aktiebolag,5561398230,aktivt,aktivt,,
Hofors Måleri Aktiebolag,5560892183,aktivt,aktivt,,
Lars Nord Bygg AB,5568307572,aktivt,aktivt,,
Engrens Tak och Byggservice AB,5567888432,aktivt,aktivt,,
Nordic Montage Team AB,5590483250,aktivt,aktivt,,
Olle Secund Entreprenad Aktiebolag,5564303815,aktivt,aktivt,,
Gästrike Värmepump & Kyla AB,5567353478,aktivt,aktivt,,
Angry entreprenad Sverige AB,5591355663,aktivt,aktivt,,
Fiberspecialisten Sverige AB,5591657944,aktivt,aktivt,,
Gefle Aluminiumsystem Aktiebolag,5564015146,aktivt,aktivt,,
Henrik Sahlsten Bygg AB,5568415177,aktivt,aktivt,,
Blombergs Entreprenad AB,5569112088,aktivt,aktivt,,
Bohlins Rör AB,5566636436,aktivt,aktivt,,
Björn & Mikael Bygg i Gävle AB,5569240392,aktivt,aktivt,,
Vidars Måleri Aktiebolag,5567624183,aktivt,aktivt,,
M. Mobergs Byggservice i Gefle AB,5567302871,aktivt,aktivt,,
Robin Sjöström Bygg AB,5590124151,aktivt,aktivt,,
TactPartner AB,5567680326,aktivt,aktivt,,
Gävleborgs Bygg & Fastighetstjänst Aktiebolag,5565026050,aktivt,aktivt,,
Bosses Bygg & Betong i Gävle AB,5566470018,aktivt,aktivt,,
Lås- & Säkerhetsteknik i Bollnäs AB,5565626792,aktivt,aktivt,,
Gästrike Teleservice AB,5569951220,aktivt,aktivt,,
Rengsjö Bygg Aktiebolag,5562875285,aktivt,aktivt,,
Golv och kakelteknik i Söderhamn AB,5566687918,aktivt,aktivt,,
Nybloms Rör AB,5569018467,aktivt,aktivt,,
EMS Byggteknik AB,5591280788,aktivt,aktivt,,
Låssmeden KanLås AB,5568012875,aktivt,aktivt,,
Moldeo AB,5564771656,aktivt,aktivt,,
Byggdax i Gävle AB,5568411986,aktivt,aktivt,,
Tuw AB,5565424743,aktivt,aktivt,,
Snickar Erik Blom Järvsö AB,5590607262,aktivt,aktivt,,
Railtech Infra i Ljusdal AB,5591224182,aktivt,aktivt,,
Svensk Grundteknik i Sandviken AB,5565103644,aktivt,aktivt,,
AJ El & Industriservice i Söderhamn AB,5567568679,aktivt,aktivt,,
Gävle Mark & Anläggning AB,5568593510,aktivt,aktivt,,
Nilssons Byggtjänster i Gävle AB,5568058498,aktivt,aktivt,,
N.A. Stefansson Aktiebolag,5565396669,aktivt,aktivt,,
Myskje Måleri AB,5590581186,aktivt,aktivt,,
SÅ Perssons bygg AB,5568134323,aktivt,aktivt,,
DG SIGNALTEKNIK AB,5590206594,aktivt,aktivt,,
Gävle Vvs Center AB,5566465877,aktivt,aktivt,,
Åkes Bygg & Rep i Hudiksvall AB,5590253588,aktivt,aktivt,,
NetStruct AB,5590870373,aktivt,aktivt,,
StripeHog Scandinavia AB,5568573033,aktivt,aktivt,,
Ståhlbergs skog & mark Building AB,5568332893,aktivt,aktivt,,
S&N Effekt Måleri AB,5567997720,aktivt,aktivt,,
Kaked Bygg & Anläggning AB,5590390307,aktivt,aktivt,,
DCOM Bygg & Montage AB,5591568059,aktivt,aktivt,,
Tony Kvist Montage Aktiebolag,5564845823,aktivt,aktivt,,
Styr Energi Service i Hudiksvall AB,5567752430,aktivt,aktivt,,
Proffsbyggen i Gävle AB,5567786610,aktivt,aktivt,,
Gävle Tillkomstteknik AB,5590332994,aktivt,aktivt,,
Bollnäs Byggservice Aktiebolag,5563341964,aktivt,aktivt,,
Adams Cistern & Rörisolering AB,5568536477,aktivt,aktivt,,
Edmarks Rör Aktiebolag,5560918384,aktivt,aktivt,,
Torsåkers Schakt- och Spårservice AB,5566560875,aktivt,aktivt,,
Lars Lind Consulting AB,5568045024,aktivt,aktivt,,
Hübinette Dykentreprenad AB,5568079288,aktivt,aktivt,,
Wimans Byggservice AB,5591286009,aktivt,aktivt,,
Gävle Byggentreprenad AB,5591531412,aktivt,aktivt,,
U Maskin AB,5591139125,aktivt,aktivt,,
Hälsinge El och Fastighetstjänst Handelsbolag,9697348192,aktivt,aktivt,,
FORSÖ BYGG AB,5591740385,aktivt,aktivt,,
Hennan Gräv & Entreprenad AB,5590390612,aktivt,aktivt,,
Gomorron AB,5568233901,aktivt,aktivt,,
Dala Mast & Mobil Installationer AB,5567280796,aktivt,aktivt,,
Markbyggnad i Helsingland AB,5590893755,aktivt,aktivt,,
FREDRIK & ERIK BYGG AB,5590777925,aktivt,aktivt,,
Ydrevalls Entreprenad AB,5590513056,aktivt,aktivt,,
Crister Johansson Bygg i Ockelbo AB,5566324223,aktivt,aktivt,,
Alprin Lodge AB,5590066741,aktivt,aktivt,,
Kakeltjänst i Gefle AB,5566988928,aktivt,aktivt,,
VVS Team i Sandviken AB,5566855515,aktivt,aktivt,,
Sälls Byggservice AB,5568545718,aktivt,aktivt,,
Stejnar AB,5590770243,aktivt,aktivt,,
RJV Byggen AB,5568598162,aktivt,aktivt,,
Månses Design AB,5568200140,aktivt,aktivt,,
Lindqvist Westlund Måleri AB,5567353122,aktivt,aktivt,,
Göran B Bygg & Plattsättning AB,5569843179,aktivt,aktivt,,
Kyl & VVS-teknik i Gävle AB,5567441331,aktivt,aktivt,,
Jonas Markusson Bygg Eftr. AB,5562363878,aktivt,aktivt,,
Alfta Elektriska AB,5569541120,aktivt,aktivt,,
Hålsjö Byggdesign AB,5591663587,aktivt,aktivt,,
Strandbergs Plåt Aktiebolag,5562942770,aktivt,aktivt,,
Per Sundin Elservice AB,5567487003,aktivt,aktivt,,
Maxim Arkitekter Aktiebolag,5562301720,aktivt,aktivt,,
Avloppsteknik Hudiksvall AB,5569322414,aktivt,aktivt,,
Låångs El Aktiebolag,5562907336,aktivt,aktivt,,
Alectron Elteknik AB,5568173263,aktivt,aktivt,,
Berglin-Bygg Aktiebolag,5562040666,aktivt,aktivt,,
Väg & Trafikutbildarna i Sverige AB,5590208475,aktivt,aktivt,,
Gävle Fjärrvärmemontage AB,5565993663,aktivt,aktivt,,
Brolins Glas Aktiebolag,5561637694,aktivt,aktivt,,
Magnus Persson Bygg & Fastigheter AB,5565858783,aktivt,aktivt,,
BC Bygglösningar AB,5591809974,aktivt,aktivt,,
Bäcklunds Rör AB,5591318315,aktivt,aktivt,,
Jonsson Consult Gävle Aktiebolag,5562967561,aktivt,aktivt,,
Gerling Måleri AB,5591657662,aktivt,aktivt,,
Iggesunds Industriisolering Aktiebolag,5564346012,aktivt,aktivt,,
Mickelsson Bygg & Montage AB,5591984884,aktivt,aktivt,,
Segerkvist Mätteknik AB,5565846432,aktivt,aktivt,,
Projektledarbyrån Gästrikland AB,5569924243,aktivt,aktivt,,
Björn Jonsson i Bollnäs AB,5566358403,aktivt,aktivt,,
Kyl & Klimatservice i Gävleborg AB,5568843048,aktivt,aktivt,,
Järbo Bygg & Kakel AB,5567731673,aktivt,aktivt,,
Leasebyggarna i Hälsingland AB,5566703640,aktivt,aktivt,,
Hälsinge kakel & design AB,5591425763,aktivt,aktivt,,
JPH Järvsö AB,5564421179,aktivt,aktivt,,
Johan Nordström Gräv & Entreprenad AB,5569232365,aktivt,aktivt,,
Schaktgruppen Bröderna Björke AB,5591503205,aktivt,aktivt,,
Lassasgården i Roteberg AB,5569956054,aktivt,aktivt,,
Byggteknik i Hudiksvall AB,5568323355,aktivt,aktivt,,
Bollnäs El & Energikonsult AB,5569557993,aktivt,aktivt,,
HMP Vent. & Allservice AB,5567592737,aktivt,aktivt,,
O.L Andersson AB,5569981839,aktivt,aktivt,,
HI Golv & Kakel AB,5569459851,aktivt,aktivt,,
VVS & Energientreprenader Gävle AB,5565991519,aktivt,aktivt,,
Elcentralen Kungsbäck AB,5566480371,aktivt,aktivt,,
TSG Smide AB,5590020227,aktivt,aktivt,,
Maximalt montage i dalarna AB,5590991351,aktivt,aktivt,,
Bäckmans Glas Aktiebolag,5561688085,aktivt,aktivt,,
Bygg & Mark-Centralen i Gävle AB,5568120975,aktivt,aktivt,,
B Wärme & Son Entreprenad Aktiebolag,5563788966,aktivt,aktivt,,
REVA Bygg i Gävle AB,5568357361,aktivt,aktivt,,
Erikssons Rör i Edsbyn AB,5568500010,aktivt,aktivt,,
Dennis Brink mark & entreprenad AB,5591689061,inaktivt,Registrerad,Konkurs inledd,2020-12-02
M Eklund Entreprenad AB,5568430374,aktivt,aktivt,,
T Bodell Bygg AB,5566901962,aktivt,aktivt,,
Eltjänst i Bollnäs AB,5561271734,aktivt,aktivt,,
Hälsinge Isolering AB,5567708424,aktivt,aktivt,,
Överhärde Reparationsverkstad Aktiebolag,5566941802,aktivt,aktivt,,
EKRAB Mur & Kakel AB,5566078720,aktivt,aktivt,,
Svedlunds Entreprenad AB,5567655468,aktivt,aktivt,,
Henrik Zells Bygg AB,5568093941,aktivt,aktivt,,
Älvkarheds Entreprenad AB,5566546197,aktivt,aktivt,,
Engbergs Entreprenader AB,5591497812,aktivt,aktivt,,
PITEK Plåt och Isoler Teknik AB,5564055969,aktivt,aktivt,,
Humlemo AB,5569386682,aktivt,aktivt,,
Rivarlaget i Norrland AB,5565768966,aktivt,aktivt,,
Brobergsvägens Isolering & Plåt AB,5567202378,aktivt,aktivt,,
A.M.P Signalteknik AB,5567811137,aktivt,aktivt,,
Jeppes Puts Aktiebolag,5561145722,aktivt,aktivt,,
Mårtén Bygg AB,5566849013,aktivt,aktivt,,
Lekando AB,5569289316,aktivt,aktivt,,
WMS Schakt AB,5568945751,aktivt,aktivt,,
Fasett kitchen store AB,5567442958,aktivt,aktivt,,
GEAB Bygg & Kakel i Hudiksvall AB,5591329031,aktivt,aktivt,,
Hemlingby Mark & Bygg AB,5563509792,aktivt,aktivt,,
Lars Lång Bygg & Design AB,5567198436,aktivt,aktivt,,
Freme Måleri AB,5565590477,aktivt,aktivt,,
RIVINCIT AB,5567322267,aktivt,aktivt,,
Glasmästar'n i Häggesta AB,5568575863,aktivt,aktivt,,
Ljusnans Rör Aktiebolag,5560753971,aktivt,aktivt,,
Servitum AB,5569297640,aktivt,aktivt,,
Hellgrens Plåt & Entreprenad i Gävle AB,5565894630,aktivt,aktivt,,
S. Perssons Golv Aktiebolag,5564615366,aktivt,aktivt,,
Måsen Bygg & Projektledning AB,5566248240,aktivt,aktivt,,
Flor Entreprenad AB,5568020936,aktivt,aktivt,,
Segerkvist Gräv & Schakt AB,5590223995,aktivt,aktivt,,
Majbergs Rör AB,5569570699,aktivt,aktivt,,
Lentom Byggentreprenad AB,5563223311,aktivt,aktivt,,
Ventilationstjänst i Söderhamn AB,5568562630,aktivt,aktivt,,
Akustikbolaget i Sverige AB,5590342597,aktivt,aktivt,,
Lars & Lennart Bygg i Ljusdal AB,5590754163,aktivt,aktivt,,
MATLA Bygg- och projektledning AB,5590042031,aktivt,aktivt,,
TIMTEC KraftKonsult AB,5591245310,aktivt,aktivt,,
Elfirman i Norrland AB,5590925417,aktivt,aktivt,,
Jens Kvist Entreprenad AB,5565203790,aktivt,aktivt,,
Gävle Målerientreprenader AB,5567347991,aktivt,aktivt,,
Skogmurs El AB,5566389952,aktivt,aktivt,,
Stefans Entreprenad i Föne AB,5569620304,aktivt,aktivt,,
Granöns Gräv- och Flygtjänst AB,5566994892,aktivt,aktivt,,
Larssons Lastmaskiner i Marmaverken               Aktiebolag,5562413657,aktivt,aktivt,,
Stefans Plåtslageri i Överhärde AB,5590016712,aktivt,aktivt,,
Bygg-Brolin i Norrbo AB,5567465587,aktivt,aktivt,,
Bollnäs Glas AB,5568026677,aktivt,aktivt,,
People In The Park Production AB,5566996046,aktivt,aktivt,,
Hälsinge Asfalt AB,5566384417,aktivt,aktivt,,
Järvsö El AB,5568596851,aktivt,aktivt,,
Rör Pär i Hudiksvall AB,5569152050,aktivt,aktivt,,
Elservice i Hälsingland AB,5569210189,aktivt,aktivt,,
Briljant Måleri i Sverige AB,5567963730,aktivt,aktivt,,
Dannbergs Mark och VVS AB,5590585120,aktivt,aktivt,,
Niclas Kjärnet Bygg AB,5569714420,aktivt,aktivt,,
Freddes Gräv i Arbrå AB,5591578496,aktivt,aktivt,,
Stamnäs Invest AB,5590694153,aktivt,aktivt,,
Eltebo Plåtslageri AB,5568205289,aktivt,aktivt,,
Gästrike Byggservice AB,5591224257,aktivt,aktivt,,
Gestrike Isoleringsteknik AB,5590178199,aktivt,aktivt,,
Leanders Golv Aktiebolag,5562228550,aktivt,aktivt,,
Idéns Entreprenad AB,5590810643,aktivt,aktivt,,
Johnny Magnusson Bygg i Söderhamn AB,5568913288,aktivt,aktivt,,
BOVÄRME i Gävle AB,5568581952,aktivt,aktivt,,
Tommy Eriksson Väghyveltjänst AB,5590655980,aktivt,aktivt,,
Axelssons Plåtslageri AB,5591454797,aktivt,aktivt,,
Jerry's Gräv & Bergteknik AB,5591692776,aktivt,aktivt,,
MALMGRENS ENTREPRENAD AB,5590378476,aktivt,aktivt,,
PS Rörservice AB,5590506761,aktivt,aktivt,,
Arbrå VVS AB,5568338957,aktivt,aktivt,,
Firma Markus Apelgren AB,5591157770,aktivt,aktivt,,
Rörmokarn i Hedesunda AB,5569488553,aktivt,aktivt,,
Rosendahls Maskintjänst AB,5569532020,aktivt,aktivt,,
J. Börjesson Bygg & Design AB,5567644363,aktivt,aktivt,,
Hofors Plåtslageri AB,5590456157,aktivt,aktivt,,
Gästrike Trafikmålning AB,5590621974,aktivt,aktivt,,
Gästriklands Byggnadsställningar AB,5566836259,aktivt,aktivt,,
Kenzi bygg AB,5590163456,aktivt,aktivt,,
Gävle Entreprenad & Fastigheter Skandinavien AB,5569640674,aktivt,aktivt,,
Ekengrens Kusttjänst AB,5569693137,aktivt,aktivt,,
Byggtjänst Ola Skoglund Aktiebolag,5561195024,aktivt,aktivt,,
Rörmontören i Ovanåker AB,5569905077,aktivt,aktivt,,
Ljustech Konsult AB,5566829148,aktivt,aktivt,,
Svensk Handel och Produktion AB,5566942065,aktivt,aktivt,,
Hantverkshus i Gävle AB,5590535794,aktivt,aktivt,,
Bollnäs Mek & Entreprenad AB,5591716591,aktivt,aktivt,,
VVS Gruppen i Hälsingland AB,5592078124,aktivt,aktivt,,
Tak & Montage gävleborg AB,5591694749,aktivt,aktivt,,
Re-Create Måleri & Bygg AB,5590437389,aktivt,aktivt,,
Hakan Dredging Company AB,5565529814,aktivt,aktivt,,
Hälsinge Eltjänst L Johansson AB,5591188049,aktivt,aktivt,,
Ståhab AB,5566583877,aktivt,aktivt,,
New Flow Avloppsteknik AB,5568520372,aktivt,aktivt,,
Engesbergs bygg AB,5591619258,aktivt,aktivt,,
S Färlin Aktiebolag,5591523773,aktivt,aktivt,,
Rosenqvist Måleri & Fasad i Bergvik AB,5567975197,aktivt,aktivt,,
Gunnar Henriksson bygg AB,5590803069,aktivt,aktivt,,
Grävteknik i Hudiksvall AB,5590608708,aktivt,aktivt,,
I A Anläggning Bygg Projektledning AB,5590773916,aktivt,aktivt,,
J.Lindholm Bygg o Inredning AB,5591040760,aktivt,aktivt,,
Gästrike Montage AB,5590082425,aktivt,aktivt,,
Sedvall Snickeri AB,5569004624,aktivt,aktivt,,
SG Träd & Gård AB,5590561329,aktivt,aktivt,,
JT Måleri Invest AB,5562982503,aktivt,aktivt,,
Gamla Trähus i Färila AB,5567522197,aktivt,aktivt,,
RMT i Gnarp AB,5590158605,aktivt,aktivt,,
BRUAB Aktiebolag,5590309109,aktivt,aktivt,,
Terra Schakt & Entreprenad AB,5591026694,aktivt,aktivt,,
X VVS i Gävle AB,5567972038,aktivt,aktivt,,
Björnmyrs Bygg och El AB,5567579445,aktivt,aktivt,,
Nordgren & Weideberg Plåtslageri AB,5591135263,aktivt,aktivt,,
CMJ Allservice AB,5590201330,aktivt,aktivt,,
Bollnäs Industrireparationer AB,5569653081,aktivt,aktivt,,
Skans Golv och Vägg AB,5590570205,aktivt,aktivt,,
N.L Gräv & Entreprenad AB,5590516273,aktivt,aktivt,,
Jonas Sundells Måleri Gävle AB,5591292288,aktivt,aktivt,,
Hudik Kakel AB,5591370134,aktivt,aktivt,,
J Berglund Entreprenad AB,5568100027,aktivt,aktivt,,
Brunnmyra Elservice AB,5591134365,aktivt,aktivt,,
Öberg's GM Måleri Aktiebolag,5565039608,aktivt,aktivt,,
WIÖS Bygg AB,5590830757,aktivt,aktivt,,
PM Bygg i Gävle Aktiebolag,5562252816,aktivt,aktivt,,
Erikanders Cad & Consult AB,5567768337,aktivt,aktivt,,
Midendals El Aktiebolag,5562081454,aktivt,aktivt,,
Fiberanalys i Stugsund AB,5563868297,aktivt,aktivt,,
GuPa Entreprenad & Bemanning AB,5590650304,aktivt,aktivt,,
Nordiska Maskinkompaniet AB,5566755830,aktivt,aktivt,,
FOP Fiberoptikproffsen AB,5569790776,aktivt,aktivt,,
Värmevent Ingenjörsbyrå Aktiebolag,5561759746,aktivt,aktivt,,
Rickard Paulsson Byggledning AB,5569998593,aktivt,aktivt,,
Älvsunds VVS AB,5590456090,aktivt,aktivt,,
RASK INFRA AB,5591227870,aktivt,aktivt,,
Fireprotection Sweden AB,5565980561,aktivt,aktivt,,
Rengsjö Markteknik AB,5591575955,aktivt,aktivt,,
JE Kabel-TV Teknik AB,5568136062,aktivt,aktivt,,
Hudiksvalls Isolering AB,5567559413,aktivt,aktivt,,
SB Gasteknik AB,5566603733,aktivt,aktivt,,
HVK Hälsinge VVS & Kyl Rör AB,5568747462,aktivt,aktivt,,
Helsinge Hyr & Fast AB,5591686653,aktivt,aktivt,,
xkn i Kilafors Aktiebolag,5564086758,aktivt,aktivt,,
Mohems Entreprenad AB,5561520064,aktivt,aktivt,,
Sund Flisteknik AB,5591293468,aktivt,aktivt,,
Åkermans Åkeri i Ljusdal AB,5566896386,aktivt,aktivt,,
FW vent & entreprenad AB,5590955760,aktivt,aktivt,,
dos mil AB,5568262215,aktivt,aktivt,,
Elinstallation i Strömsbro AB,5564515384,aktivt,aktivt,,
Svenska Målerientreprenader AB,5568352412,inaktivt,Registrerad,Konkurs inledd,2018-12-11
GBM Gefle Bygg & Montage AB,5567486708,aktivt,aktivt,,
M Hermansson Entreprenad Forsa AB,5567450571,aktivt,aktivt,,
Hudiksvalls VVS & Rörsvets AB,5590588579,aktivt,aktivt,,
A Gradins Entreprenad AB,5568048903,aktivt,aktivt,,
KALLES VENTILATION & PLÅT Aktiebolag,5563472322,aktivt,aktivt,,
Arbrå Fastighetsservice AB,5567873426,aktivt,aktivt,,
MH TekMek AB,5569362030,aktivt,aktivt,,
Mihlbo AB,5590754387,aktivt,aktivt,,
BRÖDERNA STERNER EL AB,5591886055,aktivt,aktivt,,
Pelles Entreprenad AB,5566084348,aktivt,aktivt,,
Lindarnas Gård Bygg och montage AB,5590678529,aktivt,aktivt,,
MM GlasBygg AB,5569381360,aktivt,aktivt,,
Bodde Bygg AB,5591106793,aktivt,aktivt,,
WIKSTRÖMS ISOL & PLÅT I GNARP Aktiebolag,5563537264,aktivt,aktivt,,
Arbrå Hissystem AB,5569721466,inaktivt,Registrerad,Konkurs inledd,2020-05-05
Järvsö Plåt AB,5567849343,aktivt,aktivt,,
Gävleborgs Plåt AB,5565224135,aktivt,aktivt,,
Golvkomplett i Sandviken AB,5569208472,aktivt,aktivt,,
DO golv AB,5590320049,aktivt,aktivt,,
TA-Trä AB,5566871678,aktivt,aktivt,,
Aktiebolaget Hofors VVS-Installationer,5562962133,aktivt,aktivt,,
Åbergs Gräv Aktiebolag,5562968205,aktivt,aktivt,,
Rörteknik i Bollnäs AB,5567553408,aktivt,aktivt,,
CH:s Rör Aktiebolag,5562404466,aktivt,aktivt,,
LG Bergman AB,5569375065,aktivt,aktivt,,
BEJLUND ENTREPRENAD AB,5568485469,aktivt,aktivt,,
